county,weapon,year,week,day_of_season,season_week,moon_phase,illumination,rut_stage_peak,rut_stage_pre,temp_min,temp_max,pressure_trend,wind_speed,precip_prob,cold_front,latitude,longitude,is_real,harvest_count
Anne Arundel,archery,2022,16,358,13,0.04445619877986928,0.019379331894285756,0,0,32.64705882352941,39.28841904171056,3.683052323737478,9.08325238667892,0.6882352941176471,0,38.97,-76.55,1,59
Anne Arundel,rifle,2021,0,307,1,0.9573682423310856,0.017830680710972602,1,0,75.0,85.75529680207272,-1.636041336643076,1.5835412318103503,0.5,0,38.97,-76.55,1,261
Anne Arundel,rifle,2021,1,314,2,0.1944105877520883,0.3288899828015325,1,0,69.375,83.42077325478857,-2.9627210029052766,4.460358290849249,0.525,0,38.97,-76.55,1,312
Anne Arundel,rifle,2021,2,321,3,0.43145293317309097,0.9543381272781482,1,0,63.75,76.6193519836607,2.12341275105329,7.859748021217561,0.55,0,38.97,-76.55,1,258
Anne Arundel,rifle,2021,3,328,4,0.6684952785940936,0.745008505815151,0,0,58.125,68.74685573446949,2.7893550092433093,2.9324156492416193,0.575,0,38.97,-76.55,1,293
Anne Arundel,rifle,2021,4,335,5,0.9055376240151531,0.08551271770022578,0,0,52.5,62.10574835219423,-1.7850576366326731,0.06612686542947926,0.6,0,38.97,-76.55,1,184
Anne Arundel,rifle,2021,5,342,6,0.1425799694361558,0.18757477990595367,0,0,46.875,63.84605359506449,3.2348721032636822,3.085183108739775,0.625,0,38.97,-76.55,1,158
Anne Arundel,rifle,2021,6,349,7,0.37962231485715847,0.8636710505452458,0,0,41.25,47.422976792552156,-2.883301056374374,2.7438141941868106,0.65,1,38.97,-76.55,1,238
Anne Arundel,rifle,2021,7,356,8,0.6166646602781611,0.8715766304102717,0,0,35.625,50.256301176508224,-1.183597822225178,3.1135124629894757,0.675,0,38.97,-76.55,1,253
Anne Arundel,archery,2021,0,246,1,0.8917135179479487,0.11133440792525257,0,1,75.0,85.5889556032469,-2.78405464330511,1.9059189846097677,0.5,0,38.97,-76.55,1,69
Anne Arundel,archery,2021,1,253,2,0.1287558633689514,0.15488770850156242,0,1,72.3529411764706,86.42089559044942,-0.6219644151031831,5.577735909818406,0.5117647058823529,0,38.97,-76.55,1,59
Anne Arundel,archery,2021,2,260,3,0.3657982087900109,0.832532779938774,0,1,69.70588235294117,80.52121501374796,0.902773920553752,4.543107842549879,0.5235294117647059,0,38.97,-76.55,1,90
Anne Arundel,archery,2021,3,267,4,0.6028405542110136,0.8991990352197647,0,1,67.05882352941177,75.86159415374874,-2.2136534876626075,0.6175880069091659,0.5352941176470588,0,38.97,-76.55,1,83
Anne Arundel,archery,2021,4,274,5,0.8398828996320162,0.23239728775488172,0,1,64.41176470588235,76.49606556983187,-1.189493337726024,1.924130519242345,0.5470588235294118,0,38.97,-76.55,1,81
Anne Arundel,archery,2021,5,281,6,0.0769252450530189,0.05727515262110533,0,1,61.76470588235294,76.2865201951158,-0.17689572208341356,1.8853109378493125,0.5588235294117647,0,38.97,-76.55,1,45
Anne Arundel,archery,2021,6,288,7,0.31396759047402156,0.6955931336294042,1,0,59.11764705882353,69.59007841134172,0.9107155276731809,4.567237024688246,0.5705882352941176,0,38.97,-76.55,1,81
Anne Arundel,archery,2021,7,295,8,0.5510099358950811,0.9745382394126643,1,0,56.470588235294116,71.21769202304135,-0.8064396370959815,4.481625891903026,0.5823529411764706,0,38.97,-76.55,1,109
Anne Arundel,archery,2021,8,302,9,0.7880522813160837,0.3815909206638745,1,0,53.82352941176471,64.96302058414751,-4.0039727913161665,3.8630609252998616,0.5941176470588235,0,38.97,-76.55,1,67
Anne Arundel,archery,2021,9,309,10,0.0250946267370864,0.006202421614721398,1,0,51.17647058823529,70.15216814472427,-0.9554709822463753,2.1739012247964915,0.6058823529411765,0,38.97,-76.55,1,67
Anne Arundel,archery,2021,10,316,11,0.26213697215808907,0.5380924769328443,1,0,48.529411764705884,61.127257891436344,2.957620636237825,7.416941380635686,0.6176470588235294,0,38.97,-76.55,1,90
Anne Arundel,archery,2021,11,323,12,0.49917931757909173,0.9999933526423657,1,0,45.882352941176464,60.140238544787124,-1.438518175361889,2.06815012921829,0.6294117647058823,0,38.97,-76.55,1,106
Anne Arundel,archery,2021,12,330,13,0.7362216630000944,0.5432318735019569,0,0,43.23529411764706,59.01202855239377,2.3386453820057307,0.27875276367217505,0.6411764705882353,0,38.97,-76.55,1,66
Anne Arundel,archery,2021,13,337,13,0.9732640084211539,0.007038348903326719,0,0,40.58823529411765,54.66555971296677,1.1627118173526005,4.516737586342762,0.6529411764705882,0,38.97,-76.55,1,66
Anne Arundel,archery,2021,14,344,13,0.21030635384215657,0.37658748839005973,0,0,37.94117647058824,53.618926533557556,0.356356224036087,10.692320751694371,0.6647058823529411,0,38.97,-76.55,1,61
Anne Arundel,archery,2021,15,351,13,0.44734869926315923,0.9728884995454274,0,0,35.294117647058826,43.64642505767113,-2.6011466682640223,2.157303509066592,0.6764705882352942,1,38.97,-76.55,1,91
Anne Arundel,archery,2021,16,358,13,0.6843910446841619,0.7003282342898121,0,0,32.64705882352941,43.412232253225156,-0.2637752816392818,1.9484288686089144,0.6882352941176471,0,38.97,-76.55,1,78
Baltimore,rifle,2022,0,307,1,0.317433396426793,0.7055664580881861,1,0,75.0,85.5110766076291,-3.5208114782600806,3.9684943177842578,0.5,0,39.27,-76.67,1,372
Baltimore,rifle,2022,1,314,2,0.5544757418477957,0.9709957344495006,1,0,69.375,80.01642562098728,-0.9979790492401471,2.6180626565910687,0.525,0,39.27,-76.67,1,364
Baltimore,rifle,2022,2,321,3,0.7915180872687984,0.3710414047148724,1,0,63.75,75.69839846385517,0.8270981692749222,2.5608101539081423,0.55,0,39.27,-76.67,1,436
Baltimore,rifle,2022,3,328,4,0.02856043268980102,0.008029038701735935,0,0,58.125,69.29432432225937,1.9520363214157783,6.890891040893593,0.575,0,39.27,-76.67,1,262
Baltimore,rifle,2022,4,335,5,0.2656027781108037,0.5489390937279066,0,0,52.5,63.437387186669795,-0.27933582618423736,4.461448874233275,0.6,0,39.27,-76.67,1,250
Baltimore,rifle,2022,5,342,6,0.5026451235318063,0.999930947140589,0,0,46.875,54.6064730280625,0.7499758496069419,2.048658253662018,0.625,0,39.27,-76.67,1,212
Baltimore,rifle,2022,6,349,7,0.7396874689528659,0.5323751063979798,0,0,41.25,57.27703207127861,-1.4256652503519145,3.029154679294167,0.65,0,39.27,-76.67,1,330
Baltimore,rifle,2022,7,356,8,0.9767298143738685,0.005334891863390645,0,0,35.625,48.204581030578254,0.5981654117918423,2.3948100791801927,0.675,0,39.27,-76.67,1,296
Baltimore,archery,2022,0,246,1,0.2517786720436561,0.5055877467084711,0,1,75.0,84.00482240417978,0.29669742660257925,3.556700720231078,0.5,0,39.27,-76.67,1,83
Baltimore,archery,2022,1,253,2,0.4888210174646588,0.9987671059964716,0,1,72.3529411764706,82.22798899055594,0.5916141507636373,6.08054673845836,0.5117647058823529,0,39.27,-76.67,1,116
Baltimore,archery,2022,2,260,3,0.7258633628856614,0.5755371536507978,0,1,69.70588235294117,78.59220512361166,-2.37333369015622,1.7278231685579752,0.5235294117647059,0,39.27,-76.67,1,116
Baltimore,archery,2022,3,267,4,0.962905708306721,0.013519077253484946,0,1,67.05882352941177,81.33762181803907,-0.8894261452086872,6.006776271483717,0.5352941176470588,0,39.27,-76.67,1,104
Baltimore,archery,2022,4,274,5,0.19994805372772362,0.34533630430196643,0,1,64.41176470588235,82.30541149533485,1.6316304351064426,1.5894785218018903,0.5470588235294118,0,39.27,-76.67,1,89
Baltimore,archery,2022,5,281,6,0.4369903991487263,0.96132473912524,0,1,61.76470588235294,73.40426586457046,-0.7048175135828709,3.5383741636377217,0.5588235294117647,0,39.27,-76.67,1,93
Baltimore,archery,2022,6,288,7,0.674032744569729,0.7296985627629547,1,0,59.11764705882353,73.76926429005205,3.387057682429356,4.313498028875978,0.5705882352941176,0,39.27,-76.67,1,124
Baltimore,archery,2022,7,295,8,0.9110750899907316,0.07603593039923284,1,0,56.470588235294116,72.10467818473688,-2.083990736705186,3.7153369242109067,0.5823529411764706,0,39.27,-76.67,1,94
Baltimore,archery,2022,8,302,9,0.14811743541173428,0.20134331532249478,1,0,53.82352941176471,68.23713453144242,-0.7289465275625033,4.780759510222311,0.5941176470588235,0,39.27,-76.67,1,124
Baltimore,archery,2022,9,309,10,0.3851597808327938,0.8753873020177728,1,0,51.17647058823529,60.45007457053283,1.8234862506506369,2.70857348927557,0.6058823529411765,0,39.27,-76.67,1,138
Baltimore,archery,2022,10,316,11,0.6222021262537965,0.8597137534098416,1,0,48.529411764705884,59.66280301432454,1.5042677240074112,2.467376180364731,0.6176470588235294,0,39.27,-76.67,1,92
Baltimore,archery,2022,11,323,12,0.8592444716747991,0.1831204505031771,1,0,45.882352941176464,61.178362114527445,-2.0127117094242446,2.124704477636522,0.6294117647058823,0,39.27,-76.67,1,123
Baltimore,archery,2022,12,330,13,0.09628681709580178,0.08874551431299516,0,0,43.23529411764706,54.29351684964574,1.7573738231773972,10.405607204064177,0.6411764705882353,0,39.27,-76.67,1,95
Baltimore,archery,2022,13,337,13,0.33332916251680444,0.7499886523776041,0,0,40.58823529411765,55.42462640322387,1.2671987951344115,1.5368333634101339,0.6529411764705882,0,39.27,-76.67,1,53
Baltimore,archery,2022,14,344,13,0.570371507937864,0.9519153558029791,0,0,37.94117647058824,46.925856367857875,4.463405095434136,6.062072621345582,0.6647058823529411,0,39.27,-76.67,1,110
Baltimore,archery,2022,15,351,13,0.8074138533588666,0.323515770366991,0,0,35.294117647058826,52.2478773461428,0.4913690119991735,1.8417238614418612,0.6764705882352942,0,39.27,-76.67,1,58
Baltimore,archery,2022,16,358,13,0.04445619877986928,0.019379331894285756,0,0,32.64705882352941,44.092499211402284,-0.6730776634746509,1.4403419424539226,0.6882352941176471,0,39.27,-76.67,1,62
Baltimore,rifle,2021,0,307,1,0.9573682423310856,0.017830680710972602,1,0,75.0,86.70469211292863,3.4551881381551492,6.061724844648883,0.5,0,39.27,-76.67,1,198
Baltimore,rifle,2021,1,314,2,0.1944105877520883,0.3288899828015325,1,0,69.375,85.12197624030097,0.41978442942292893,4.356510935961277,0.525,0,39.27,-76.67,1,207
Baltimore,rifle,2021,2,321,3,0.43145293317309097,0.9543381272781482,1,0,63.75,71.80680278213886,-0.22312551711602113,0.13061497897648955,0.55,0,39.27,-76.67,1,386
Baltimore,rifle,2021,3,328,4,0.6684952785940936,0.745008505815151,0,0,58.125,67.20335392431302,0.7942727310869797,3.8312500638718836,0.575,0,39.27,-76.67,1,198
Baltimore,rifle,2021,4,335,5,0.9055376240151531,0.08551271770022578,0,0,52.5,63.76967326811072,0.6252434265081479,2.1033625930637325,0.6,0,39.27,-76.67,1,296
Baltimore,rifle,2021,5,342,6,0.1425799694361558,0.18757477990595367,0,0,46.875,62.235891599208834,0.6532691494024192,3.0723871818759614,0.625,0,39.27,-76.67,1,249
Baltimore,rifle,2021,6,349,7,0.37962231485715847,0.8636710505452458,0,0,41.25,51.256848494234895,-1.7949787675982352,6.098602653425773,0.65,0,39.27,-76.67,1,207
Baltimore,rifle,2021,7,356,8,0.6166646602781611,0.8715766304102717,0,0,35.625,47.0327339103098,-0.573400477102964,1.3306331699470884,0.675,0,39.27,-76.67,1,329
Baltimore,archery,2021,0,246,1,0.8917135179479487,0.11133440792525257,0,1,75.0,83.56466542937994,-2.829386086242679,2.710302199830696,0.5,0,39.27,-76.67,1,91
Baltimore,archery,2021,1,253,2,0.1287558633689514,0.15488770850156242,0,1,72.3529411764706,89.54619663378648,-0.547382644745793,5.487927214015937,0.5117647058823529,0,39.27,-76.67,1,67
Baltimore,archery,2021,2,260,3,0.3657982087900109,0.832532779938774,0,1,69.70588235294117,85.31150282910332,-1.6315252660855304,11.404208735015086,0.5235294117647059,0,39.27,-76.67,1,84
Baltimore,archery,2021,3,267,4,0.6028405542110136,0.8991990352197647,0,1,67.05882352941177,76.12874409145402,1.9784684917113362,0.9389819313450056,0.5352941176470588,0,39.27,-76.67,1,90
Baltimore,archery,2021,4,274,5,0.8398828996320162,0.23239728775488172,0,1,64.41176470588235,79.87947793924468,6.11328430821296,1.1036425974082156,0.5470588235294118,0,39.27,-76.67,1,75
Baltimore,archery,2021,5,281,6,0.0769252450530189,0.05727515262110533,0,1,61.76470588235294,77.95464194043599,3.5879693546410745,7.3041541255791955,0.5588235294117647,0,39.27,-76.67,1,55
Baltimore,archery,2021,6,288,7,0.31396759047402156,0.6955931336294042,1,0,59.11764705882353,73.19224153351009,-4.482430516158885,1.1216486280546278,0.5705882352941176,0,39.27,-76.67,1,131
Baltimore,archery,2021,7,295,8,0.5510099358950811,0.9745382394126643,1,0,56.470588235294116,66.74944181715372,-0.34855143905167785,2.0532137561573096,0.5823529411764706,0,39.27,-76.67,1,134
Baltimore,archery,2021,8,302,9,0.7880522813160837,0.3815909206638745,1,0,53.82352941176471,65.54986238194833,0.7467492159102176,2.117306134990157,0.5941176470588235,0,39.27,-76.67,1,94
Baltimore,archery,2021,9,309,10,0.0250946267370864,0.006202421614721398,1,0,51.17647058823529,66.79087043789683,-0.3694500312429162,3.4874473949973117,0.6058823529411765,0,39.27,-76.67,1,78
Baltimore,archery,2021,10,316,11,0.26213697215808907,0.5380924769328443,1,0,48.529411764705884,56.80941902129682,1.442132941504023,1.576125359427799,0.6176470588235294,0,39.27,-76.67,1,77
Baltimore,archery,2021,11,323,12,0.49917931757909173,0.9999933526423657,1,0,45.882352941176464,55.514189293637244,-0.8627402474675386,3.0795158628613364,0.6294117647058823,0,39.27,-76.67,1,138
Baltimore,archery,2021,12,330,13,0.7362216630000944,0.5432318735019569,0,0,43.23529411764706,63.47022048474106,-1.3681268157475523,4.420985152948568,0.6411764705882353,0,39.27,-76.67,1,50
Baltimore,archery,2021,13,337,13,0.9732640084211539,0.007038348903326719,0,0,40.58823529411765,50.588964368626286,-1.0930405587257355,2.0647362012033676,0.6529411764705882,0,39.27,-76.67,1,78
Baltimore,archery,2021,14,344,13,0.21030635384215657,0.37658748839005973,0,0,37.94117647058824,51.289467431909074,5.9136176470595005,4.946191051115993,0.6647058823529411,0,39.27,-76.67,1,82
Baltimore,archery,2021,15,351,13,0.44734869926315923,0.9728884995454274,0,0,35.294117647058826,45.32445059991781,0.6787260599752319,6.91701550363335,0.6764705882352942,0,39.27,-76.67,1,77
Baltimore,archery,2021,16,358,13,0.6843910446841619,0.7003282342898121,0,0,32.64705882352941,43.025147956378895,-1.2803290603081319,1.1820485086066614,0.6882352941176471,0,39.27,-76.67,1,66
Calvert,rifle,2022,0,307,1,0.317433396426793,0.7055664580881861,1,0,75.0,88.94104571523211,3.0264937287306344,7.355720685149149,0.5,0,38.45,-76.47,1,154
Calvert,rifle,2022,1,314,2,0.5544757418477957,0.9709957344495006,1,0,69.375,75.4044161258935,0.45799897675914725,4.6256081945503285,0.525,0,38.45,-76.47,1,85
Calvert,rifle,2022,2,321,3,0.7915180872687984,0.3710414047148724,1,0,63.75,69.31271852983434,-0.9571861001525782,1.0821006671348277,0.55,0,38.45,-76.47,1,124
Calvert,rifle,2022,3,328,4,0.02856043268980102,0.008029038701735935,0,0,58.125,67.46245158971041,0.29651651545668534,8.190214636095845,0.575,0,38.45,-76.47,1,123
Calvert,rifle,2022,4,335,5,0.2656027781108037,0.5489390937279066,0,0,52.5,65.05674034566066,-3.47941640836014,0.6893366265670133,0.6,0,38.45,-76.47,1,131
Calvert,rifle,2022,5,342,6,0.5026451235318063,0.999930947140589,0,0,46.875,59.913023682959206,-0.05233736531400205,4.08442928197586,0.625,0,38.45,-76.47,1,117
Calvert,rifle,2022,6,349,7,0.7396874689528659,0.5323751063979798,0,0,41.25,51.55679865917192,-0.5875932589209683,4.222089681636496,0.65,0,38.45,-76.47,1,120
Calvert,rifle,2022,7,356,8,0.9767298143738685,0.005334891863390645,0,0,35.625,48.5417284877157,-0.736943453360982,1.7446874664064993,0.675,0,38.45,-76.47,1,99
Calvert,archery,2022,0,246,1,0.2517786720436561,0.5055877467084711,0,1,75.0,86.8743725425114,4.812639278775079,3.4632202399449397,0.5,0,38.45,-76.47,1,33
Calvert,archery,2022,1,253,2,0.4888210174646588,0.9987671059964716,0,1,72.3529411764706,85.63131902688663,-0.2165871937754423,0.4062021398330395,0.5117647058823529,0,38.45,-76.47,1,39
Calvert,archery,2022,2,260,3,0.7258633628856614,0.5755371536507978,0,1,69.70588235294117,83.19692032570008,0.23125245117107374,11.919522953054193,0.5235294117647059,0,38.45,-76.47,1,39
Calvert,archery,2022,3,267,4,0.962905708306721,0.013519077253484946,0,1,67.05882352941177,78.49185235940043,-2.878506537045024,3.973464992255535,0.5352941176470588,0,38.45,-76.47,1,43
Calvert,archery,2022,4,274,5,0.19994805372772362,0.34533630430196643,0,1,64.41176470588235,75.14746581485304,0.3338182736862668,1.4326793495208123,0.5470588235294118,0,38.45,-76.47,1,51
Calvert,archery,2022,5,281,6,0.4369903991487263,0.96132473912524,0,1,61.76470588235294,81.27072728991288,-0.0891902561362477,4.396706992906577,0.5588235294117647,0,38.45,-76.47,1,25
Calvert,archery,2022,6,288,7,0.674032744569729,0.7296985627629547,1,0,59.11764705882353,69.98593614228477,2.8453632440932557,2.2442547807224695,0.5705882352941176,0,38.45,-76.47,1,56
Calvert,archery,2022,7,295,8,0.9110750899907316,0.07603593039923284,1,0,56.470588235294116,69.03788340247257,1.4886916101648393,6.195991409003276,0.5823529411764706,0,38.45,-76.47,1,57
Calvert,archery,2022,8,302,9,0.14811743541173428,0.20134331532249478,1,0,53.82352941176471,66.69651881730285,-0.33177404906453223,0.7223707182532539,0.5941176470588235,0,38.45,-76.47,1,25
Calvert,archery,2022,9,309,10,0.3851597808327938,0.8753873020177728,1,0,51.17647058823529,61.219505056565026,0.15995133675745107,4.769981458653113,0.6058823529411765,0,38.45,-76.47,1,55
Calvert,archery,2022,10,316,11,0.6222021262537965,0.8597137534098416,1,0,48.529411764705884,60.39307341106513,0.48429097318709974,7.28417173510457,0.6176470588235294,0,38.45,-76.47,1,43
Calvert,archery,2022,11,323,12,0.8592444716747991,0.1831204505031771,1,0,45.882352941176464,60.651618323910455,-0.6484544940080897,4.211120287697599,0.6294117647058823,0,38.45,-76.47,1,36
Calvert,archery,2022,12,330,13,0.09628681709580178,0.08874551431299516,0,0,43.23529411764706,58.49055748530363,0.4811382020364746,0.27017492009892796,0.6411764705882353,0,38.45,-76.47,1,34
Calvert,archery,2022,13,337,13,0.33332916251680444,0.7499886523776041,0,0,40.58823529411765,48.82126799550221,5.741392305238328,4.516379166433164,0.6529411764705882,0,38.45,-76.47,1,49
Calvert,archery,2022,14,344,13,0.570371507937864,0.9519153558029791,0,0,37.94117647058824,49.15681248219114,-0.3619509169323788,4.004231577596217,0.6647058823529411,0,38.45,-76.47,1,37
Calvert,archery,2022,15,351,13,0.8074138533588666,0.323515770366991,0,0,35.294117647058826,43.583334203632994,1.6289921709586086,3.8495188703273406,0.6764705882352942,0,38.45,-76.47,1,38
Calvert,archery,2022,16,358,13,0.04445619877986928,0.019379331894285756,0,0,32.64705882352941,42.805017243302004,1.3928730223966221,1.0373490820365836,0.6882352941176471,0,38.45,-76.47,1,39
Calvert,rifle,2021,0,307,1,0.9573682423310856,0.017830680710972602,1,0,75.0,84.01222196263893,-0.8156512636443866,1.8208123223153143,0.5,0,38.45,-76.47,1,76
Calvert,rifle,2021,1,314,2,0.1944105877520883,0.3288899828015325,1,0,69.375,79.9163217301585,-1.8373421635094906,3.970836352052873,0.525,0,38.45,-76.47,1,139
Calvert,rifle,2021,2,321,3,0.43145293317309097,0.9543381272781482,1,0,63.75,67.49144820200634,2.5519775226003185,1.6635068985840695,0.55,0,38.45,-76.47,1,99
Calvert,rifle,2021,3,328,4,0.6684952785940936,0.745008505815151,0,0,58.125,66.27730749714576,-0.5380501006177721,3.5833134739655303,0.575,0,38.45,-76.47,1,142
Calvert,rifle,2021,4,335,5,0.9055376240151531,0.08551271770022578,0,0,52.5,69.24381032116906,4.613674196283927,2.306040254424761,0.6,0,38.45,-76.47,1,91
Calvert,rifle,2021,5,342,6,0.1425799694361558,0.18757477990595367,0,0,46.875,56.670874081792356,1.9077364562008028,1.2046498756951765,0.625,0,38.45,-76.47,1,109
Calvert,rifle,2021,6,349,7,0.37962231485715847,0.8636710505452458,0,0,41.25,53.473319604532556,-2.558003818331381,4.693661327537174,0.65,1,38.45,-76.47,1,94
Calvert,rifle,2021,7,356,8,0.6166646602781611,0.8715766304102717,0,0,35.625,44.97029467874553,0.4356941164687994,1.7345876888275962,0.675,0,38.45,-76.47,1,110
Calvert,archery,2021,0,246,1,0.8917135179479487,0.11133440792525257,0,1,75.0,85.16145299123605,1.6311548389372046,1.642390953873011,0.5,0,38.45,-76.47,1,22
Calvert,archery,2021,1,253,2,0.1287558633689514,0.15488770850156242,0,1,72.3529411764706,88.87665546954156,0.7600184834249385,7.023047944725251,0.5117647058823529,0,38.45,-76.47,1,48
Calvert,archery,2021,2,260,3,0.3657982087900109,0.832532779938774,0,1,69.70588235294117,86.7181045315719,-1.5802537264902823,6.861021560749784,0.5235294117647059,0,38.45,-76.47,1,35
Calvert,archery,2021,3,267,4,0.6028405542110136,0.8991990352197647,0,1,67.05882352941177,81.41802488286903,-2.4648145363238467,6.7212904257389505,0.5352941176470588,0,38.45,-76.47,1,34
Calvert,archery,2021,4,274,5,0.8398828996320162,0.23239728775488172,0,1,64.41176470588235,79.12571330866483,1.5045315642973112,1.7949627755304165,0.5470588235294118,0,38.45,-76.47,1,35
Calvert,archery,2021,5,281,6,0.0769252450530189,0.05727515262110533,0,1,61.76470588235294,72.75238508962963,-1.9192493179724095,6.759240741143783,0.5588235294117647,0,38.45,-76.47,1,32
Calvert,archery,2021,6,288,7,0.31396759047402156,0.6955931336294042,1,0,59.11764705882353,72.35393451729357,-0.9486091974535485,1.385864225326395,0.5705882352941176,0,38.45,-76.47,1,26
Calvert,archery,2021,7,295,8,0.5510099358950811,0.9745382394126643,1,0,56.470588235294116,71.75967001842449,1.4142817587502876,1.602099546532758,0.5823529411764706,0,38.45,-76.47,1,32
Calvert,archery,2021,8,302,9,0.7880522813160837,0.3815909206638745,1,0,53.82352941176471,62.97861182418774,0.9935133141504687,4.2035515945200235,0.5941176470588235,0,38.45,-76.47,1,41
Calvert,archery,2021,9,309,10,0.0250946267370864,0.006202421614721398,1,0,51.17647058823529,60.262768201635005,3.9731878999692145,1.7429288442273132,0.6058823529411765,0,38.45,-76.47,1,29
Calvert,archery,2021,10,316,11,0.26213697215808907,0.5380924769328443,1,0,48.529411764705884,60.66622382228714,6.688280588394814,3.2810545999746337,0.6176470588235294,0,38.45,-76.47,1,26
Calvert,archery,2021,11,323,12,0.49917931757909173,0.9999933526423657,1,0,45.882352941176464,59.705117573425916,0.09402643284090863,5.031502724538333,0.6294117647058823,0,38.45,-76.47,1,30
